item,item_transitivity,gesturer,subject,sentence,verb,sentence_transitivity
break-stick-TR,1,cs,8,A person is breaking something.,break,1.0
break-stick-TR,1,rv,8,A person is breaking a stick.,break,1.0
break-stick-TR,1,ho,60,The person is breaking a stick.,break,1.0
break-stick-TR,1,rv,4,He broke an object in half.,break,1.0
break-stick-TR,1,ip,84,A person breaks something in half,break,1.0
break-stick-TR,1,np,84,Something is broken in half,break,1.0
tear-paper-TR,1,cs,84,Something breaks in half,break,0.0
break-stick-TR,1,cm,87,A person breaks a stick in half.,break,1.0
break-stick-TR,1,rv,15,A stick is breaking in half.,break,1.0
break-stick-TR,1,cm,15,A stick breaking in half.,break,1.0
break-stick-TR,1,np,15,A long stick is broken in half.,break,1.0
break-stick-TR,1,cs,15,A stick breaks in two.,break,0.0
break-stick-TR,1,ip,15,A stick is broken in two.,break,1.0
break-stick-TR,1,rv,67,A person breaks a branch.,break,1.0
stick-break-IN,0,np,67,An earthquake breaks off a boulder.,break,1.0
break-stick-TR,1,np,67,A person fails to break a string.,break,1.0
taughten-string-TR,1,cs,18,Someone is breaking something in half.,break,1.0
break-stick-TR,1,rv,18,A person is breaking something in half.,break,1.0
break-stick-TR,1,cm,18,A person is breaking something in half.,break,1.0
break-stick-TR,1,ho,18,Someone is breaking something in half.,break,1.0
break-stick-TR,1,np,18,A person is breaking something in half.,break,1.0
tear-paper-TR,1,cs,18,An item is breaking in piecees.,break,0.0
break-stick-TR,1,cs,18,Someone is breaking an object.,break,1.0
break-stick-TR,1,ip,18,A person is breaking something in half.,break,1.0
break-stick-TR,1,rv,44,A person is breaking a stick.,break,1.0
break-stick-TR,1,cm,44,A person is breaking an object.,break,1.0
break-stick-TR,1,np,44,A person is breaking a stick.,break,1.0
break-stick-TR,1,cs,44,A person is breaking something apart.,break,1.0
break-stick-TR,1,ip,44,A person is breaking a stick.,break,1.0
break-stick-TR,1,ip,39,A person is breaking an object in half.,break,1.0
break-stick-TR,1,cs,39,A person is breaking a stick.,break,1.0
tear-paper-TR,1,cs,14,An object is broken in half.,break,1.0
break-stick-TR,1,cs,36,An object is broken in half,break,1.0
break-stick-TR,1,rv,41,A person breaking something in half,break,1.0
break-stick-TR,1,cm,41,A person broke an object in half.,break,1.0
break-stick-TR,1,ho,41,A person is breaking an object in half.,break,1.0
break-stick-TR,1,cs,41,An object was broken in half.,break,1.0
bowl-break-IN,0,cm,41,An object breaking open,break,0.0
taughten-string-TR,1,cs,42,Chains are broken.,break,1.0
tower-fall-IN,0,ho,42,Binoculars break.,break,0.0
toy-appear-in-box-IN,0,cm,42,A plant breaks out of the ground.,break,0.0
break-stick-TR,1,rv,42,A person breaks a stick.,break,1.0
stick-break-IN,0,np,42,An earthquake breaks a building in half.,break,1.0
break-stick-TR,1,cm,42,A branch is broken in half.,break,1.0
break-stick-TR,1,ho,42,A branch is broken in half.,break,1.0
break-stick-TR,1,np,42,A stick is broken in half.,break,1.0
taughten-string-TR,1,rv,42,A chain is broken.,break,1.0
break-stick-TR,1,cs,42,A branch is broken in two.,break,1.0
break-stick-TR,1,rv,71,A man breaks open a glowstick.,break,1.0
stick-break-IN,0,np,71,A man breaks open a  glowstick.,break,1.0
break-stick-TR,1,cm,71,A man breaks a stick.,break,1.0
break-stick-TR,1,np,71,A man breaks a dowel.,break,1.0
tear-paper-TR,1,cs,71,A woman breaks a stick in half.,break,1.0
break-stick-TR,1,ho,28,A person is breaking a stick.,break,1.0
break-stick-TR,1,ip,28,A person is breaking a stick.,break,1.0
break-stick-TR,1,rv,28,A person is breaking a stick.,break,1.0
break-stick-TR,1,cs,23,A person breaking something in half,break,1.0
break-stick-TR,1,rv,23,A person breaking something in half,break,1.0
ball-drop-IN,0,ho,23,An egg broke on the table.,break,0.0
bowl-break-IN,0,rv,80,An object is breaking.,break,0.0
taughten-string-TR,1,ip,80,An object is breaking in half.,break,0.0
break-stick-TR,1,rv,91,A person is breaking a candy bar.,break,1.0
break-stick-TR,1,cm,91,A person is breaking a candy bar.,break,1.0
break-stick-TR,1,cs,91,A person is breaking candy bar.,break,1.0
break-stick-TR,1,ip,91,A person is breaking a piece of bread.,break,1.0
bowl-break-IN,0,rv,8,A person says that something is broken and that it is an accident.,"break,be",0.0
tower-fall-IN,0,rv,80,A tree breaks and falls over.,"break,fall",0.0
stick-break-IN,0,np,80,An object breaks in half and falls over.,"break,fall",0.0
bowl-break-IN,0,rv,15,An egg breaks and the person doesn't know what to do.,"break,know,do",0.6666666667
bowl-break-IN,0,cs,12,A pumpkin is broken and its inner contents ooze out,"break,ooze",0.5
light-candle-TR,1,ip,71,A woman breaks something and sets it on fire.,"break,set",1.0
bowl-break-IN,0,rv,84,An egg breaks and its contents spill out,"break,spill",0.0
close-microwave-door-TR,1,ip,70,A person brings a small object closer.,bring,1.0
measure-book-TR,1,rv,70,The ends of a curved object are brought together.,bring,1.0
move-box-TR,1,ip,41,An object was brought to the table.,bring,1.0
shaving-cream-spray-IN,0,np,70,A person browses through the pages of an open book.,browse,0.0
shaving-cream-spray-IN,0,cm,16,A man is brushing away crumbs.,brush,1.0
car-pass-tower-IN,0,ho,84,Something in motion brushes by an object,brush,0.0
close-microwave-door-TR,1,cm,84,An object is brushed out of the way,brush,1.0
door-microwave-close-IN,0,rv,14,An object is lightly brushed aside.,brush,1.0
close-microwave-door-TR,1,cm,14,A low object is brushed swiftly to the side.,brush,1.0
lid-blow-off-IN,0,ip,19,"A person is brushing something off of a table, like crumbs.",brush,1.0
knock-over-tower-TR,1,ip,78,The person is brushing something off a desk and pushing it away.,"brush,push",1.0
fizzle-down-IN,0,ip,79,"Something bubbled up out of something else, like a plumbing leak.",bubble,0.0
fizzle-down-IN,0,ip,16,Something is bubbling over.,bubble,0.0
fizzle-down-IN,0,cs,15,Fizzy drink bubbles in a bowl.,bubble,0.0
fizzle-down-IN,0,ip,44,An object is bubbling up to the surface.,bubble,0.0
fizzle-down-IN,0,ip,42,Gases bubble up from the ground.,bubble,0.0
fizzle-down-IN,0,ip,13,Water bubbling out of a pot.,bubble,0.0
fizzle-down-IN,0,ip,4,It bubbled up and exploded.,"bubble,explode",0.0
fizzle-down-IN,0,ip,59,"An object is bubbling up to the surface, then spilling around it.","bubble,spill",0.0
toy-crawl-IN,0,np,42,A horse bucks.,buck,0.0
hanger-swing-IN,0,ip,12,Stairs are built by a carpenter,build,1.0
bowl-break-IN,0,rv,34,An item bulges out once realesed from its container.,"bulge,release",0.5
push-button-microwave-TR,1,rv,26,Car bumping into a wall.,bump,0.0
lid-blow-off-IN,0,cm,16,Something is being gently bumped to the side.,bump,1.0
knock-over-tower-TR,1,cm,4,The person was bumped into and fell down.,bump,1.0
push-button-microwave-TR,1,rv,84,An object bumps into another one,bump,0.0
lid-blow-off-IN,0,cm,14,A limp hanging object is bumped to the side by an opposing object.,bump,1.0
racecar-into-box-IN,0,cm,2,An object bumps into another object.,bump,0.0
ball-hit-waterbottle-TR,1,rv,8,A person bumps into another person that causes the other person to fall.,"bump,cause,fall",0.6666666667
hit-balloon-TR,1,np,26,Object being bumped into and flying in the air.,"bump,fly",0.5
hit-balloon-TR,1,cm,36,An object bumps another object and sends it moving,"bump,send,move",0.6666666667
poster-roll-up-IN,0,cm,15,A stretched coily wire suddenly bunches back up..,bunch,0.0
fizzle-down-IN,0,ip,26,Something burning in the fire.,burn,0.0
balloon-deflate-IN,0,ho,42,A candle burns down.,burn,0.0
fizzle-down-IN,0,ip,18,Something is burning and the smoke is going up.,"burn,go",0.0
door-microwave-close-IN,0,np,67,A person burps a baby.,burp,1.0
bounce-ball-TR,1,ho,67,A person burps a baby.,burp,1.0
pop-balloon-TR,1,ho,48,A person bursts a balloon with a pin.,burst,1.0
bowl-break-IN,0,rv,36,An object bursts open,burst,0.0
bowl-break-IN,0,rv,13,Balloon bursting in the air.,burst,0.0
shaving-cream-spray-IN,0,rv,41,An object burst and moved around the sky.,"burst,move",0.0
light-turn-on-IN,0,ho,41,A balloon is bursting after touching the ceiling.,"burst,touch",0.5
car-pass-tower-IN,0,ip,15,A bumblebee buzzes slowly.,buzz,0.0
box-move-IN,0,ip,15,A bee buzzes through the air.,buzz,0.0
coatrack-approach-IN,0,ip,15,A bee buzzes along in the air.,buzz,0.0
approach-coatrack-IN,0,cs,15,A bee buzzes along in the air.,buzz,0.0
push-button-microwave-TR,1,np,70,An object bypasses an obstacle by going around the obstacle.,bypass,1.0
turn-fan-TR,1,ip,18,Someone is calling someone over.,call,1.0
balloon-deflate-IN,0,rv,91,A person is calming a crowd.,calm,1.0
toy-crawl-IN,0,np,71,A horse canters down the road.,canter,0.0
hanger-swing-IN,0,cs,15,A person doesn't care and waves someone away..,"care,wave",0.5
picture-shift-IN,0,ip,12,Someone caresses the neck of someone else,caress,1.0
balloon-deflate-IN,0,ho,16,A woman caresses something.,caress,1.0
picture-shift-IN,0,ip,14,A large object is caressed multiple times toward its bottom with one hand.,caress,1.0
car-pass-tower-IN,0,ip,14,A long stationary object is caressed smoothly along its top side.,caress,1.0
taughten-string-TR,1,cm,26,Carrying some bags by their handles.,carry,1.0
put-cup-on-coaster-TR,1,cs,12,Someone carries a torch,carry,1.0
box-move-IN,0,rv,16,A man is carrying a bowl of food to the table.,carry,1.0
move-box-TR,1,ho,4,She is carrying it from one side to the other.,carry,1.0
box-move-IN,0,rv,4,He is carrying the tray.,carry,1.0
box-move-IN,0,rv,70,An object is carried away.,carry,1.0
coatrack-approach-IN,0,ho,15,A person carries a heavy box on their shoulder.,carry,1.0
light-candle-TR,1,ip,18,A person is carrying something.,carry,1.0
box-move-IN,0,rv,95,A person is caring something.,carry,1.0
box-move-IN,0,rv,39,A person is carrying a large object across a room.,carry,1.0
box-move-IN,0,rv,23,Person carrying something away,carry,1.0
car-pass-tower-IN,0,np,70,A person carries a tote while walking along.,"carry,walk",0.5
cut-bread-TR,1,rv,8,A person is carving an object.,carve,1.0
cut-bread-TR,1,cs,4,She was carving the meat for dinner.,carve,1.0
cut-bread-TR,1,rv,4,He is carving the turkey.,carve,1.0
cut-bread-TR,1,cm,71,A man pokes the fire in his fireplace.,carve,1.0
whirly-gig-drop-IN,0,np,70,Water cascades straight down.,cascade,0.0
plug-in-TR,1,ip,67,A person catches a ball.,catch,1.0
plug-in-TR,1,cm,67,A person catches a ball.,catch,1.0
approach-coatrack-IN,0,np,18,A hook is about to catch something.,catch,1.0
light-turn-on-IN,0,ip,91,A person is catching a ball.,catch,1.0
cards-scatter-IN,0,ip,91,A person is catching birds.,catch,1.0
ball-drop-IN,0,ho,91,A person is catching a mosquito.,catch,1.0
spray-shaving-cream-TR,1,cs,91,A person is caught in the rain.,catch,1.0
bounce-ball-TR,1,np,8,A person catches a tennis ball and bounces it on the ground.,"catch,bounce",0.5
light-candle-TR,1,ho,8,A person catches something and lets it go.,"catch,let",1.0
light-turn-on-IN,0,ip,16,A woman is catching a bug or butterfly and setting it free.,"catch,set",1.0
cards-scatter-IN,0,ip,26,Rain causing a mudslide.,cause,1.0
drop-ball-TR,1,cm,14,An object placed on top of another object causes the lower object to fall downward.,"cause,fall",0.5
spin-bread-TR,1,ip,26,Object causing something to spin.,"cause,spin",0.5
ball-drop-IN,0,cs,42,A roof caves in.,cave,0.0
racecar-into-box-IN,0,cs,41,A person was challenged and then ran into another person.,"challenge,run",0.5
march-IN,0,cs,12,Lights change on a traffic light,change,0.0
march-IN,0,ho,15,A flamingo changes legs one after the other.,change,1.0
whirly-gig-drop-IN,0,ho,18,Someone is changing a light bulb.,change,1.0
whirly-gig-drop-IN,0,ho,44,A person is changing a lightbulb.,change,1.0
door-microwave-close-IN,0,ho,42,A fish changes direction.,change,1.0
whirly-gig-drop-IN,0,ho,71,"A woman changes a light bulb,",change,1.0
ball-drop-IN,0,ip,71,A woman is changing a alight bulb.,change,1.0
remove-cork-TR,1,cs,80,A person is changing a lightbulb.,change,1.0
fan-turn-IN,0,cm,23,A person chatting away,chat,0.0
dip-finger-in-jar-TR,1,ip,13,Checking the cleanliness of a jar.,check,1.0
hammer-nail-TR,1,cm,41,A person is chiseling an object.,chisel,1.0
hammer-nail-TR,1,cm,42,A person chisels at a rock.,chisel,1.0
stick-break-IN,0,rv,70,A tree is chopped down.,chop,1.0
person-bend-over-IN,0,cs,44,A person is chopping down a tree.,chop,1.0
bread-spin-IN,0,np,67,The earth is circling the sun.,circle,0.0
balloon-deflate-IN,0,ip,41,An object circled around and then got smaller.,"circle,get",0.0
poster-roll-up-IN,0,ho,59,An object circled around before returning to its idle position.,"circle,return",0.0
poster-roll-up-IN,0,cm,59,An object circled around many times before returning to wherever it started at.,"circle,return",0.0
coatrack-approach-IN,0,np,71,A mammogram circulates.,circulate,0.0
crush-can-TR,1,cm,26,Magnets clamping against each other.,clamp,0.0
crush-can-TR,1,cm,42,A crusher clamps down.,clamp,0.0
pull-out-measuring-tape-TR,1,ip,36,An object is clamped and stretched out,"clamp,stretch",1.0
close-microwave-door-TR,1,ho,16,An automatic door is clapping shut.,clap,0.0
dip-finger-in-jar-TR,1,ho,70,A rim is cleaned of residue.,clean,1.0
dip-finger-in-jar-TR,1,np,70,A person cleans out the matter stuck along the edge of a jar.,clean,1.0
cut-bread-TR,1,cs,78,The person is cleaning a surface with a pipe.,clean,1.0
hanger-swing-IN,0,cm,78,The person is cleaning a surface with a towel.,clean,1.0
dip-finger-in-jar-TR,1,np,71,A man cleans the rim of a jar with his pinky.,clean,1.0
dip-finger-in-jar-TR,1,ip,71,A woman cleans the rim of a jar with her pinky.,clean,1.0
dip-finger-in-jar-TR,1,ho,13,Cleaning the rim of a large jar.,clean,1.0
take-keys-out-of-box-TR,1,ip,23,A person cleaning a key,clean,1.0
dip-finger-in-jar-TR,1,np,23,A person cleaned out the sink.,clean,1.0
close-microwave-door-TR,1,cm,79,They cleared off part of a table.,clear,1.0
close-microwave-door-TR,1,cm,16,A man clears something away.,clear,1.0
close-microwave-door-TR,1,ip,84,An object clears a pathway,clear,1.0
cards-scatter-IN,0,rv,19,"A person is clearing away something, like a bunch of curtains in front of a window or clothes hanging in a closet that are blocking his way.",clear,1.0
close-microwave-door-TR,1,cm,23,Person clearing an area,clear,1.0
stick-break-IN,0,ho,16,A stop watch is clicking down the time.,click,0.0
light-candle-TR,1,ip,70,A person clicks on an object and curves the object toward the front.,"click,curve",1.0
march-IN,0,cm,93,climbing n invisible ladder,climb,1.0
toy-crawl-IN,0,ho,84,A spider climbs upwardly,climb,0.0
fizzle-down-IN,0,np,78,The person is climbing down a ladder.,climb,0.0
cut-bread-TR,1,rv,78,A person is climbing down a rock wall.,climb,0.0
toy-crawl-IN,0,ho,67,A spider climbs a hill.,climb,1.0
march-IN,0,cs,18,Someone is climbing up a ladder.,climb,0.0
toy-crawl-IN,0,ho,18,A person is climbing up a hill.,climb,0.0
toy-crawl-IN,0,cm,44,A spider is climbing up a hill.,climb,0.0
walk-backwards-IN,0,ho,39,An animal climbs up a tree trunk.,climb,0.0
march-IN,0,cm,41,Someone is climbing some stairs.,climb,1.0
toy-crawl-IN,0,np,41,An animal is climbing a hill.,climb,0.0
toy-crawl-IN,0,ho,71,A goat climbs up the mountain.,climb,0.0
shaving-cream-spray-IN,0,cs,13,A small crab climbing up onto a rock.,climb,0.0
march-IN,0,cs,23,A person is climbing an exercise machine.,climb,1.0
ball-drop-IN,0,np,27,It climbed down and bounced off the ground.,"climb,bounce",0.0
person-bend-over-IN,0,cs,59,"An object climbed up, but then fell down slowly.","climb,fall",0.0
stick-break-IN,0,cm,8,A person climbs and falls down.,"climb,fall",0.0
march-IN,0,cm,4,He was clobbering down the street.,clobber,0.0
close-microwave-door-TR,1,cm,26,Closing a cabinet door.,close,1.0
close-microwave-door-TR,1,rv,26,Person closing a door.,close,1.0
push-toy-in-box-TR,1,cs,26,Closing a container's lid.,close,1.0
close-microwave-door-TR,1,ho,79,A door was closed.,close,1.0
reorient-pole-TR,1,ip,12,The lid of a piano is closed,close,1.0
close-microwave-door-TR,1,cs,12,A door is closed,close,1.0
close-microwave-door-TR,1,ho,12,A book closes,close,0.0
close-microwave-door-TR,1,np,12,A person closes an open door,close,1.0
coatrack-approach-IN,0,cs,12,A door is closed,close,1.0
close-microwave-door-TR,1,cm,12,A door closes,close,0.0
hit-balloon-TR,1,ho,5,A person is saying to close the door.,close,1.0
book-fall-over-IN,0,ho,59,The person says to close it slowly.,close,1.0
book-fall-over-IN,0,ip,6,closing a book,close,1.0
reorient-pole-TR,1,ip,16,A woman closes the lid over something.,close,1.0
push-toy-in-box-TR,1,cs,16,A person is closing a jewelry box.,close,1.0
coatrack-approach-IN,0,cs,16,An automatic door is closing.,close,0.0
reorient-pole-TR,1,cm,16,A man closes a gate.,close,1.0
reorient-pole-TR,1,cs,16,A person is closing a latch.,close,1.0
coatrack-approach-IN,0,rv,16,An automatic door is closing.,close,0.0
person-bend-over-IN,0,rv,16,A flower bloom is closing.,close,0.0
person-bend-over-IN,0,cs,16,An automatic garage door is closing.,close,0.0
put-book-on-side-TR,1,ip,16,A woman is closing the lid on something.,close,1.0
book-fall-over-IN,0,cm,27,Close the door.,close,1.0
hit-balloon-TR,1,rv,81,CLOSING DOOR,close,1.0
reorient-pole-TR,1,ip,74,A person is closing a lid.,close,1.0
person-bend-over-IN,0,ho,8,A person is closing a container.,close,1.0
stick-break-IN,0,ip,8,A person is closing something.,close,1.0
book-fall-over-IN,0,rv,4,He closed the book cover.,close,1.0
push-toy-in-box-TR,1,rv,4,He closed the lid on the container.,close,1.0
book-fall-over-IN,0,ho,4,She closed the lid shut on the container.,close,1.0
reorient-pole-TR,1,cs,70,A person is closing a lid.,close,1.0
stick-break-IN,0,ip,48,A door is closed.,close,1.0
close-microwave-door-TR,1,cs,84,An oven is being closed,close,1.0
coatrack-approach-IN,0,cs,84,An open object is closed,close,1.0
tower-fall-IN,0,ip,78,The person is closing a book.,close,1.0
measure-book-TR,1,cs,15,A person closes a bag.,close,1.0
